Protein,Label,log2FC,SE,Tvalue,DF,pvalue,adj.pvalue
M2GD_MOUSE,S9_T0_fasted - S9_T0_fed,0.153060693,0.073258026,2.089336859,275,0.037596461,0.095308548
M2OM_MOUSE,S9_T0_fasted - S9_T0_fed,-0.251890889,0.319327591,-0.788816552,184,0.431234414,0.605773615
M6PBP_MOUSE,S9_T0_fasted - S9_T0_fed,0.150440349,0.092007477,1.635088287,275,0.103174629,0.213735107
MA1A1_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
MA2A1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.015360323,0.16746565,-0.091722232,133,0.92705674,0.958655156
MA2B1_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
MAAI_MOUSE,S9_T0_fasted - S9_T0_fed,0.045147219,0.070923777,0.636559714,216,0.525085672,0.687325086
MACD1_MOUSE,S9_T0_fasted - S9_T0_fed,0.107246087,0.101538974,1.056206134,191,0.292208158,0.463758765
MAGI1_MOUSE,S9_T0_fasted - S9_T0_fed,0.405076169,0.177576237,2.281139504,25,0.031325431,0.081837689
MAL2_MOUSE,S9_T0_fasted - S9_T0_fed,-0.265002096,0.069122438,-3.833807119,115,0.000206338,0.00110156
MANF_MOUSE,S9_T0_fasted - S9_T0_fed,-0.822192441,0.060420553,-13.60782724,188,0,0
MAOX_MOUSE,S9_T0_fasted - S9_T0_fed,0.09662188,0.092630207,1.043092559,284,0.297792512,0.468742858
MAP4_MOUSE,S9_T0_fasted - S9_T0_fed,0.4247673,0.129781537,3.272940895,128,0.001368626,0.005785135
MAP7_MOUSE,S9_T0_fasted - S9_T0_fed,0.049143486,0.120118443,0.409125235,95,0.683368667,0.809966777
MARCS_MOUSE,S9_T0_fasted - S9_T0_fed,-0.256523948,0.087848971,-2.920056358,120,0.004181281,0.015154121
MARE3_MOUSE,S9_T0_fasted - S9_T0_fed,-0.124891368,0.233324309,-0.535269422,45,0.595099091,0.740331607
MAT2B_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
MATR3_MOUSE,S9_T0_fasted - S9_T0_fed,0.038830282,0.10841223,0.358172525,174,0.720648355,0.833665163
MAVS_MOUSE,S9_T0_fasted - S9_T0_fed,-0.002193805,0.160037596,-0.01370806,194,0.98907698,0.991184762
MBB1A_MOUSE,S9_T0_fasted - S9_T0_fed,0.063660023,0.097408636,0.65353572,198,0.514169195,0.676330249
MBD3_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
MBL2_MOUSE,S9_T0_fasted - S9_T0_fed,0.0135696,0.357073305,0.038002282,150,0.969736392,0.980158062
MCA1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.073754968,0.134577199,-0.548049512,204,0.584257096,0.734126652
MCA2_MOUSE,S9_T0_fasted - S9_T0_fed,-0.027288789,0.092705869,-0.294358811,236,0.768742482,0.868320266
MCA3_MOUSE,S9_T0_fasted - S9_T0_fed,-0.202442903,0.133001649,-1.522108211,107,0.130931871,0.255229381
MCAT_MOUSE,S9_T0_fasted - S9_T0_fed,0.072397844,0.128884,0.561728713,219,0.574875277,0.726366706
MCCA_MOUSE,S9_T0_fasted - S9_T0_fed,0.2777267,0.340071207,0.816672196,97,0.416116983,0.590283593
MCCB_MOUSE,S9_T0_fasted - S9_T0_fed,0.128024925,0.108058446,1.184774817,183,0.237642865,0.400543217
MCEE_MOUSE,S9_T0_fasted - S9_T0_fed,-0.391432059,0.225807134,-1.733479599,88,0.086512899,0.185203532
MCES_MOUSE,S9_T0_fasted - S9_T0_fed,0.69618818,0.117080209,5.946249891,125,2.56E-08,3.15E-07
MCM2_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
MCM6_MOUSE,S9_T0_fasted - S9_T0_fed,0.17219439,0.155692907,1.10598738,70,0.272518596,0.442666217
MCM7_MOUSE,S9_T0_fasted - S9_T0_fed,0.267710177,0.142063388,1.884441725,113,0.062074686,0.142567135
MCTS1_MOUSE,S9_T0_fasted - S9_T0_fed,-1.238691322,0.050735082,-24.41488762,25,0,0
MDHC_MOUSE,S9_T0_fasted - S9_T0_fed,-0.170225254,0.028811836,-5.90817094,215,1.34E-08,1.81E-07
MDHM_MOUSE,S9_T0_fasted - S9_T0_fed,-0.012540466,0.036349892,-0.344993209,216,0.730435177,0.840335515
MDR3_MOUSE,S9_T0_fasted - S9_T0_fed,0.066451363,0.091787043,0.723973239,110,0.470619071,0.639620284
MECR_MOUSE,S9_T0_fasted - S9_T0_fed,-0.020489775,0.197312459,-0.103844303,179,0.917409164,0.956876847
MEMO1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.382924264,0.169647672,-2.257173703,113,0.025919255,0.070966695
MEP50_MOUSE,S9_T0_fasted - S9_T0_fed,0.049437029,0.09306562,0.53120614,45,0.597888334,0.741772413
MET7B_MOUSE,S9_T0_fasted - S9_T0_fed,-0.156369732,0.044192115,-3.538407926,216,0.000492752,0.002358441
METK1_MOUSE,S9_T0_fasted - S9_T0_fed,0.326458613,0.017814102,18.32585333,216,0,0
METK2_MOUSE,S9_T0_fasted - S9_T0_fed,-0.582399544,0.181508376,-3.208664837,195,0.001559157,0.006457627
MFGM_MOUSE,S9_T0_fasted - S9_T0_fed,-0.058396961,0.315091733,-0.185333205,161,0.85320097,0.922477973
MGDP1_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
MGLL_MOUSE,S9_T0_fasted - S9_T0_fed,-0.284848989,0.095643568,-2.97823465,215,0.003231937,0.012182913
MGST1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.188447096,0.092287024,-2.041967419,261,0.042160016,0.103935767
MGST3_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
MIA3_MOUSE,S9_T0_fasted - S9_T0_fed,-0.679667334,0.169990039,-3.998277413,113,0.00011417,0.0006488
MIF_MOUSE,S9_T0_fasted - S9_T0_fed,-0.201531624,0.029125139,-6.919507658,120,2.38E-10,4.47E-09
MK01_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
MK03_MOUSE,S9_T0_fasted - S9_T0_fed,0.043735276,0.097918055,0.446651805,120,0.655931507,0.787871753
MK14_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
MLEC_MOUSE,S9_T0_fasted - S9_T0_fed,-0.951695999,0.169006875,-5.631108212,207,5.79E-08,6.52E-07
MMGT1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.651767799,0.09876936,-6.598886536,125,1.06E-09,1.76E-08
MMSA_MOUSE,S9_T0_fasted - S9_T0_fed,0.1502429,0.031840243,4.718648078,216,4.26E-06,3.40E-05
MOCOS_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
MOCS1_MOUSE,S9_T0_fasted - S9_T0_fed,0.022286443,0.668356696,0.033345133,82,0.973480396,0.981342337
MOES_MOUSE,S9_T0_fasted - S9_T0_fed,-0.003150947,0.185264075,-0.017007866,147,0.986453402,0.990076769
MOGS_MOUSE,S9_T0_fasted - S9_T0_fed,-0.215569121,0.177663404,-1.213356922,158,0.226804183,0.386780297
MOSC1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.113393116,0.109919368,-1.031602691,273,0.303171314,0.474825347
MOSC2_MOUSE,S9_T0_fasted - S9_T0_fed,-0.011746841,0.060757087,-0.193341086,216,0.846873533,0.9185126
MOT1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.120195347,0.118463227,-1.014621577,80,0.31334508,0.488319881
MPC1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.049170469,0.068400778,-0.718858324,213,0.473016083,0.641043843
MPC2_MOUSE,S9_T0_fasted - S9_T0_fed,0.009838073,0.075283029,0.130681147,309,0.896112582,0.945824718
MPCP_MOUSE,S9_T0_fasted - S9_T0_fed,-0.06765282,0.043444356,-1.557229185,216,0.120880037,0.240863718
MPP6_MOUSE,S9_T0_fasted - S9_T0_fed,0.13889492,0.261734143,0.530671768,38,0.598734187,0.741772413
MPPA_MOUSE,S9_T0_fasted - S9_T0_fed,-0.409808505,0.232644998,-1.761518661,113,0.080855297,0.175015897
MPPB_MOUSE,S9_T0_fasted - S9_T0_fed,-0.471587124,0.138487817,-3.405260732,137,0.000867556,0.003904003
MPRD_MOUSE,S9_T0_fasted - S9_T0_fed,0.086386667,0.237518753,0.363704616,75,0.717101844,0.830676392
MPU1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.36161665,0.079818545,-4.530484126,178,1.08E-05,8.10E-05
MRC1_MOUSE,S9_T0_fasted - S9_T0_fed,3.39802503,0.349653694,9.718258637,67,2.00E-14,7.23E-13
MRCKB_MOUSE,S9_T0_fasted - S9_T0_fed,-0.162995413,0.14487173,-1.12510158,80,0.263910249,0.433614818
MRLC2_MOUSE,S9_T0_fasted - S9_T0_fed,0.115902369,0.094656668,1.224450124,192,0.222282714,0.380449304
MRP2_MOUSE,S9_T0_fasted - S9_T0_fed,0.407790427,0.111989669,3.641321824,192,0.000348798,0.001749572
MRP6_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
MSRA_MOUSE,S9_T0_fasted - S9_T0_fed,-0.067770538,0.090487504,-0.748949141,270,0.454539827,0.624079865
MSTO1_MOUSE,S9_T0_fasted - S9_T0_fed,-1.15575607,0.395966672,-2.918821587,30,0.006603735,0.022584773
MT1_MOUSE,S9_T0_fasted - S9_T0_fed,2.229514552,0.072642436,30.691627,120,0,0
MT2_MOUSE,S9_T0_fasted - S9_T0_fed,2.424813673,0.077018477,31.48353188,120,0,0
MTAP_MOUSE,S9_T0_fasted - S9_T0_fed,-0.136098013,0.33280398,-0.408943465,111,0.683369099,0.809966777
MTCH1_MOUSE,S9_T0_fasted - S9_T0_fed,-1.191250433,0.11288333,-10.55293492,105,0,0
MTCH2_MOUSE,S9_T0_fasted - S9_T0_fed,-0.021416316,0.078934308,-0.271318218,198,0.786428956,0.879995757
MTNB_MOUSE,S9_T0_fasted - S9_T0_fed,0.304032285,0.204178132,1.489054099,111,0.139308906,0.268208856
MTND_MOUSE,S9_T0_fasted - S9_T0_fed,-1.175888746,0.242052066,-4.857999211,52,1.13E-05,8.46E-05
MTP_MOUSE,S9_T0_fasted - S9_T0_fed,-0.264886683,0.120479475,-2.198604237,242,0.028853142,0.076843588
MTPN_MOUSE,S9_T0_fasted - S9_T0_fed,-0.096904664,0.073284571,-1.322306494,290,0.187108044,0.33434242
MTU1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.697994716,0.115043708,-6.067213296,90,3.02E-08,3.64E-07
MTX1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.233076537,0.096866066,-2.406173259,180,0.017132571,0.049886016
MTX2_MOUSE,S9_T0_fasted - S9_T0_fed,-0.191513484,0.125562124,-1.525248842,139,0.129469147,0.254285995
MUG1_MOUSE,S9_T0_fasted - S9_T0_fed,0.907725002,0.146145936,6.211086188,172,3.83E-09,5.77E-08
MUG2_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
MUP17_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
MUP2_MOUSE,S9_T0_fasted - S9_T0_fed,-0.061994323,0.030321557,-2.04456267,216,0.042110848,0.103935767
MUP20_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
MUP3_MOUSE,S9_T0_fasted - S9_T0_fed,-0.482379568,0.102312103,-4.71478498,291,3.76E-06,3.05E-05
MUTA_MOUSE,S9_T0_fasted - S9_T0_fed,-0.098796028,0.090492034,-1.091764923,248,0.275995935,0.446771389
MVP_MOUSE,S9_T0_fasted - S9_T0_fed,0.021153054,0.174337925,0.121333633,112,0.903644201,0.950114445
MY18A_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
MYADM_MOUSE,S9_T0_fasted - S9_T0_fed,-0.178498623,0.125480611,-1.422519552,105,0.157839541,0.295125424
MYCBP_MOUSE,S9_T0_fasted - S9_T0_fed,0.035892721,0.07311408,0.490913946,133,0.62429635,0.762038568
MYG1_MOUSE,S9_T0_fasted - S9_T0_fed,0.172200484,0.115993668,1.484567972,115,0.140394203,0.269470914
MYH9_MOUSE,S9_T0_fasted - S9_T0_fed,-0.007391622,0.162773301,-0.045410533,145,0.963842565,0.978511688
MYL6_MOUSE,S9_T0_fasted - S9_T0_fed,-0.132471625,0.087117745,-1.520604394,234,0.129709214,0.254285995
MYO1B_MOUSE,S9_T0_fasted - S9_T0_fed,1.10503213,0.193981241,5.696592752,20,1.42E-05,0.000103335
MYO1C_MOUSE,S9_T0_fasted - S9_T0_fed,0.070233838,0.232677273,0.301850872,70,0.763660729,0.864230586
MYOF_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
MYPT1_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
NAA10_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
NADC_MOUSE,S9_T0_fasted - S9_T0_fed,-0.164271092,0.09551744,-1.719802075,287,0.086546467,0.185203532
NAGAB_MOUSE,S9_T0_fasted - S9_T0_fed,-0.223979259,0.108387582,-2.066466052,74,0.042284263,0.104105626
NAGS_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
NAMPT_MOUSE,S9_T0_fasted - S9_T0_fed,0.090952288,0.160147494,0.567928263,170,0.570833007,0.724229713
NARG1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.509043838,0.186447225,-2.730230165,190,0.006924322,0.023467837
NAT13_MOUSE,S9_T0_fasted - S9_T0_fed,0.15917562,0.097561588,1.631539868,110,0.105636233,0.218113891
NB5R3_MOUSE,S9_T0_fasted - S9_T0_fed,-0.128277265,0.092628995,-1.384850018,293,0.167151897,0.306819872
NC2A_MOUSE,S9_T0_fasted - S9_T0_fed,0.141726222,0.205407846,0.689974726,82,0.492158257,0.656560057
NCEH1_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
NCLN_MOUSE,S9_T0_fasted - S9_T0_fed,-0.003834697,0.050053343,-0.076612208,120,0.939059633,0.965490986
NCPR_MOUSE,S9_T0_fasted - S9_T0_fed,-0.000391132,0.062373552,-0.006270802,274,0.99500122,0.995530476
NDKA_MOUSE,S9_T0_fasted - S9_T0_fed,-0.147144038,0.055984203,-2.628313538,215,0.009199801,0.0294404
NDKB_MOUSE,S9_T0_fasted - S9_T0_fed,-0.447888282,0.159525879,-2.807621456,248,0.005387742,0.018942695
NDRG1_MOUSE,S9_T0_fasted - S9_T0_fed,0.241910123,0.089571669,2.700743727,247,0.007397212,0.024741318
NDRG2_MOUSE,S9_T0_fasted - S9_T0_fed,-0.006639368,0.088035454,-0.075416985,209,0.939955084,0.965490986
NDUA2_MOUSE,S9_T0_fasted - S9_T0_fed,0.018393986,0.049526565,0.371396359,195,0.710745551,0.827423098
NDUA3_MOUSE,S9_T0_fasted - S9_T0_fed,0.610761986,0.124429297,4.908506291,35,2.11E-05,0.000150079
NDUA4_MOUSE,S9_T0_fasted - S9_T0_fed,0.070982107,0.035945869,1.974694443,216,0.04957676,0.118946283
NDUA5_MOUSE,S9_T0_fasted - S9_T0_fed,0.244851083,0.142181837,1.722098185,71,0.089405754,0.189383135
NDUA6_MOUSE,S9_T0_fasted - S9_T0_fed,-0.004736497,0.143098958,-0.033099451,191,0.973629844,0.981342337
NDUA7_MOUSE,S9_T0_fasted - S9_T0_fed,0.194043003,0.092942873,2.087766357,219,0.037975198,0.096009875
NDUA8_MOUSE,S9_T0_fasted - S9_T0_fed,-0.142397466,0.116041414,-1.227126252,156,0.221623815,0.380013122
NDUA9_MOUSE,S9_T0_fasted - S9_T0_fed,0.311347981,0.15183071,2.050625873,167,0.04186615,0.10348256
NDUAA_MOUSE,S9_T0_fasted - S9_T0_fed,-0.05826167,0.068477219,-0.850818278,274,0.395613213,0.569356124
NDUAB_MOUSE,S9_T0_fasted - S9_T0_fed,0.467032145,0.13180351,3.543396874,30,0.001315806,0.005586978
NDUAC_MOUSE,S9_T0_fasted - S9_T0_fed,-0.092092312,0.120488094,-0.764327074,184,0.445651425,0.616394008
NDUAD_MOUSE,S9_T0_fasted - S9_T0_fed,-0.043327066,0.073597144,-0.588705808,265,0.556560092,0.712654549
NDUB3_MOUSE,S9_T0_fasted - S9_T0_fed,-0.092938132,0.075059131,-1.238198889,253,0.216790031,0.373769064
NDUB4_MOUSE,S9_T0_fasted - S9_T0_fed,0.086125025,0.046010378,1.871860852,191,0.062754525,0.143428021
NDUB5_MOUSE,S9_T0_fasted - S9_T0_fed,-0.146581124,0.058199517,-2.518596906,60,0.014466519,0.04326156
NDUB6_MOUSE,S9_T0_fasted - S9_T0_fed,-0.008852891,0.079222202,-0.111747605,80,0.911303438,0.952841449
NDUB7_MOUSE,S9_T0_fasted - S9_T0_fed,-0.614908021,0.073913707,-8.319269093,160,3.66E-14,1.25E-12
NDUB8_MOUSE,S9_T0_fasted - S9_T0_fed,-0.05444857,0.061309972,-0.888086686,180,0.3756793,0.551211204
NDUB9_MOUSE,S9_T0_fasted - S9_T0_fed,0.038759327,0.14947016,0.259311473,200,0.795661642,0.885061826
NDUBA_MOUSE,S9_T0_fasted - S9_T0_fed,0.017388429,0.056566791,0.30739641,172,0.758913541,0.862026793
NDUBB_MOUSE,S9_T0_fasted - S9_T0_fed,-0.076219982,0.053837358,-1.415745207,120,0.159440357,0.297527095
NDUC2_MOUSE,S9_T0_fasted - S9_T0_fed,0.051477754,0.08718851,0.59041902,234,0.555479526,0.712364692
NDUS1_MOUSE,S9_T0_fasted - S9_T0_fed,0.151899607,0.130947621,1.160002801,262,0.24710364,0.415372607
NDUS2_MOUSE,S9_T0_fasted - S9_T0_fed,-0.166867754,0.123309192,-1.353246673,181,0.177664539,0.320102489
NDUS3_MOUSE,S9_T0_fasted - S9_T0_fed,0.093562021,0.078081307,1.198264027,265,0.231884793,0.393305045
NDUS4_MOUSE,S9_T0_fasted - S9_T0_fed,-0.005448132,0.087441938,-0.062305714,70,0.950496943,0.970621471
NDUS5_MOUSE,S9_T0_fasted - S9_T0_fed,-0.015637425,0.091813998,-0.170316352,196,0.864937029,0.928789252
NDUS6_MOUSE,S9_T0_fasted - S9_T0_fed,0.195278522,0.280380922,0.696475784,91,0.487906142,0.653203882
NDUS7_MOUSE,S9_T0_fasted - S9_T0_fed,-0.29561352,0.078756077,-3.753532848,216,0.000224125,0.001177597
NDUS8_MOUSE,S9_T0_fasted - S9_T0_fed,0.253505505,0.052889349,4.793129597,210,3.10E-06,2.57E-05
NDUV1_MOUSE,S9_T0_fasted - S9_T0_fed,0.000702205,0.109484572,0.006413731,243,0.99488788,0.995530476
NDUV2_MOUSE,S9_T0_fasted - S9_T0_fed,0.033330701,0.151548991,0.219933507,207,0.82613968,0.904521966
NDUV3_MOUSE,S9_T0_fasted - S9_T0_fed,-0.108907653,0.113708405,-0.957780149,175,0.339494945,0.514576948
NEDD4_MOUSE,S9_T0_fasted - S9_T0_fed,-0.183936875,0.155925164,-1.179648429,216,0.239437686,0.403207062
NEDD8_MOUSE,S9_T0_fasted - S9_T0_fed,-0.482086191,0.093503171,-5.155827167,201,6.02E-07,5.55E-06
NEMF_MOUSE,S9_T0_fasted - S9_T0_fed,-1.504683878,0.18939375,-7.944738835,55,1.07E-10,2.17E-09
NEUA_MOUSE,S9_T0_fasted - S9_T0_fed,-0.156187504,0.121878891,-1.281497577,209,0.201438874,0.355780771
NEUL_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
NFS1_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
NFU1_MOUSE,S9_T0_fasted - S9_T0_fed,0.421200825,0.084492031,4.985095256,54,6.76E-06,5.27E-05
NGLY1_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
NH2L1_MOUSE,S9_T0_fasted - S9_T0_fed,0.05301046,0.114396563,0.46339207,183,0.643634008,0.778069132
NHLC2_MOUSE,S9_T0_fasted - S9_T0_fed,-0.795039537,0.087448113,-9.091557417,40,2.80E-11,6.41E-10
NHRF1_MOUSE,S9_T0_fasted - S9_T0_fed,0.034924756,0.040260297,0.86747389,216,0.386645099,0.560307728
NHRF3_MOUSE,S9_T0_fasted - S9_T0_fed,0.191827886,0.110102368,1.742268482,153,0.083470915,0.179233779
NINJ1_MOUSE,S9_T0_fasted - S9_T0_fed,1.444935784,0.139356473,10.36863059,40,6.73E-13,1.98E-11
NIPS1_MOUSE,S9_T0_fasted - S9_T0_fed,0.065994674,0.043224173,1.526800163,215,0.128280465,0.252665502
NIT1_MOUSE,S9_T0_fasted - S9_T0_fed,0.184743849,0.160486132,1.151151483,189,0.251124152,0.42025314
NIT2_MOUSE,S9_T0_fasted - S9_T0_fed,-0.234611623,0.08159542,-2.875303824,270,0.004357967,0.015672328
NLTP_MOUSE,S9_T0_fasted - S9_T0_fed,-0.406500266,0.044855927,-9.062353375,216,0,0
NMD3_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
NMRL1_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
NMT1_MOUSE,S9_T0_fasted - S9_T0_fed,0.533595258,0.280160089,1.904608396,127,0.059092569,0.137463076
NNRD_MOUSE,S9_T0_fasted - S9_T0_fed,-0.111213722,0.122181716,-0.910232122,211,0.363738729,0.541342893
NNTM_MOUSE,S9_T0_fasted - S9_T0_fed,0.164056084,0.082035887,1.99980875,241,0.046643387,0.113647941
NOL6_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
NOMO1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.047522769,0.090301446,-0.526268082,218,0.599236951,0.741772413
NONO_MOUSE,S9_T0_fasted - S9_T0_fed,-0.249628216,0.11384647,-2.192674175,203,0.029467309,0.078288147
NP1L1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.3035082,0.096286438,-3.15213863,275,0.001800057,0.007344701
NP1L4_MOUSE,S9_T0_fasted - S9_T0_fed,-0.336693025,0.13348024,-2.522418496,198,0.012442124,0.037808781
NPC1_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
NPC2_MOUSE,S9_T0_fasted - S9_T0_fed,0.19890453,0.071322933,2.788787883,85,0.006527753,0.022365579
NPL4_MOUSE,S9_T0_fasted - S9_T0_fed,0.077213388,0.187312852,0.412216176,57,0.681727212,0.809966777
NPM_MOUSE,S9_T0_fasted - S9_T0_fed,-0.108526098,0.112954552,-0.960794377,289,0.337458723,0.511903112
NPS3B_MOUSE,S9_T0_fasted - S9_T0_fed,0.172230849,0.304198765,0.56617866,146,0.57214157,0.72424998
NQO2_MOUSE,S9_T0_fasted - S9_T0_fed,0.122068682,0.112366405,1.086345,197,0.27865385,0.449141295
NSDHL_MOUSE,S9_T0_fasted - S9_T0_fed,-0.145282562,0.106892209,-1.359150157,156,0.176060645,0.317516848
NSF_MOUSE,S9_T0_fasted - S9_T0_fed,0.176113919,0.202940765,0.867809478,110,0.387387911,0.560520509
NSF1C_MOUSE,S9_T0_fasted - S9_T0_fed,0.322069076,0.135826804,2.371174668,225,0.018575252,0.053425152
NSUN2_MOUSE,S9_T0_fasted - S9_T0_fed,-0.307124064,0.292086299,-1.051483981,70,0.296652765,0.468584662
NT5C_MOUSE,S9_T0_fasted - S9_T0_fed,0.107889916,0.15727409,0.685999305,188,0.493558665,0.657495644
NTCP_MOUSE,S9_T0_fasted - S9_T0_fed,0.130964428,0.024496805,5.34618415,120,4.35E-07,4.20E-06
NTF2_MOUSE,S9_T0_fasted - S9_T0_fed,0.438304552,0.163384236,2.682661205,207,0.00789395,0.026141759
NU107_MOUSE,S9_T0_fasted - S9_T0_fed,0.404070749,0.239448572,1.687505362,30,0.101878258,0.211749175
NU4M_MOUSE,S9_T0_fasted - S9_T0_fed,-0.115598865,0.037312898,-3.098094027,120,0.002426109,0.009428741
NU5M_MOUSE,S9_T0_fasted - S9_T0_fed,0.02972868,0.073314802,0.405493557,212,0.685523675,0.810987443
NUBP2_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
NUCB1_MOUSE,S9_T0_fasted - S9_T0_fed,-0.0853733,0.119724565,-0.713080897,142,0.476965913,0.643596042
NUCG_MOUSE,S9_T0_fasted - S9_T0_fed,-0.028543046,0.101144824,-0.282199769,243,0.778030537,0.874761172
NUCKS_MOUSE,S9_T0_fasted - S9_T0_fed,-0.156297714,0.080561689,-1.940099768,75,0.056127135,0.131968925
NUCL_MOUSE,S9_T0_fasted - S9_T0_fed,0.065668742,0.069459859,0.94542003,255,0.345339439,0.520916989
NUD12_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
NUD14_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
NUD19_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
NUDC_MOUSE,S9_T0_fasted - S9_T0_fed,-0.027473274,0.034540034,-0.795403786,95,0.428361544,0.603986625
NUDC2_MOUSE,S9_T0_fasted - S9_T0_fed,0.003156967,0.079747223,0.039587175,216,0.968458818,0.97939303
NUDT5_MOUSE,S9_T0_fasted - S9_T0_fed,-0.188178827,0.074476301,-2.526694052,115,0.012873302,0.038805579
NUDT7_MOUSE,S9_T0_fasted - S9_T0_fed,-0.417647133,0.047866974,-8.725162552,213,8.88E-16,3.71E-14
NUFP2_MOUSE,S9_T0_fasted - S9_T0_fed,0.324882318,0.077723964,4.179950463,110,5.87E-05,0.000365722
NUP53_MOUSE,S9_T0_fasted - S9_T0_fed,-0.480644132,0.119146551,-4.034058302,65,0.000146706,0.00081643
NUP93_MOUSE,S9_T0_fasted - S9_T0_fed,NA,NA,NA,NA,NA,NA
OAT_MOUSE,S9_T0_fasted - S9_T0_fed,0.170427597,0.088697592,1.921445584,243,0.055845296,0.131800505
OCAD1_MOUSE,S9_T0_fasted - S9_T0_fed,0.042200578,0.12782273,0.330149248,161,0.74171639,0.850035011
OCAD2_MOUSE,S9_T0_fasted - S9_T0_fed,0.097359421,0.085657977,1.1366066,203,0.257042724,0.424492857
OCTC_MOUSE,S9_T0_fasted - S9_T0_fed,0.228628874,0.107105039,2.134622946,195,0.034040268,0.087711979
ODB2_MOUSE,S9_T0_fasted - S9_T0_fed,0.006510085,0.119262316,0.054586272,263,0.956509519,0.973590046
ODBA_MOUSE,S9_T0_fasted - S9_T0_fed,0.167425042,0.158497093,1.056328787,165,0.292362198,0.463758765
ODBB_MOUSE,S9_T0_fasted - S9_T0_fed,-0.10749552,0.132532485,-0.811088088,174,0.418423143,0.593107711
ODO1_MOUSE,S9_T0_fasted - S9_T0_fed,0.062065585,0.105237225,0.589768351,207,0.555989155,0.712408447
ODO2_MOUSE,S9_T0_fasted - S9_T0_fed,0.069298481,0.078847332,0.878894426,270,0.380240016,0.555003376
ODP2_MOUSE,S9_T0_fasted - S9_T0_fed,-0.165705195,0.112994285,-1.46649182,268,0.143686736,0.274948882
ODPA_MOUSE,S9_T0_fasted - S9_T0_fed,0.081088608,0.133791451,0.60608213,220,0.545085042,0.705033586
ODPB_MOUSE,S9_T0_fasted - S9_T0_fed,0.207878401,0.056019986,3.710789926,210,0.000264591,0.001371062
ODPX_MOUSE,S9_T0_fasted - S9_T0_fed,0.918659415,0.212016667,4.332958472,46,7.91E-05,0.000468017
