"","Protein","Label","log2FC","SE","Tvalue","DF","pvalue","adj.pvalue"
"9361","PTPM1_MOUSE","B6_T2_fasted-B6_T0_fasted",0.00968701145312625,0.108530776558738,0.0892558936762383,85,0.929088518321938,0.954925826720221
"9367","PTPRG_MOUSE","B6_T2_fasted-B6_T0_fasted",NA,NA,NA,NA,NA,NA
"9373","PTPRK_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.0402173611183894,0.175963631422469,-0.228554962143467,95,0.819706098513194,0.866601135088964
"9379","PTPRU_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.694481696481933,0.113765147403637,-6.10452069312511,120,1.30686252930445e-08,8.83107477824763e-08
"9385","PUF60_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.593800528946578,0.106278558981102,-5.58720907245426,164,9.41627509298826e-08,5.51872951242775e-07
"9391","PUR2_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.0460621637909137,0.2969933834488,-0.155094915772272,111,0.877028167252537,0.914391485834395
"9397","PUR4_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.53844587944967,0.285958691599977,-1.88294986397159,65,0.0641833073205667,0.112305284596663
"9403","PUR6_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.10146872567495,0.171780489206976,-0.590688303097636,192,0.555423946136742,0.654439015259362
"9409","PUR8_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.114650280110784,0.199631965290577,-0.5743082273618,149,0.566625259728526,0.664180158814472
"9415","PUR9_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.0768883302663767,0.162503914093222,-0.473147558909068,170,0.636714871171892,0.72521423376874
"9421","PURA_MOUSE","B6_T2_fasted-B6_T0_fasted",0.261652154211323,0.0741403721349657,3.52914541263712,213,0.000510728277978156,0.00153898321367461
"9427","PURA1_MOUSE","B6_T2_fasted-B6_T0_fasted",NA,NA,NA,NA,NA,NA
"9433","PURA2_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.0992327544248188,0.110838560003378,-0.895290902568518,148,0.372085375402124,0.48408521181986
"9439","PURB_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.140663701821937,0.130209195099592,-1.08029008023857,207,0.281270063765904,0.388247016371992
"9445","PVRL2_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.307337632521789,0.11298765240952,-2.72009928490111,105,0.0076394113274576,0.0173806204950072
"9451","PX11A_MOUSE","B6_T2_fasted-B6_T0_fasted",0.966984476422075,0.206310045548237,4.68704504355308,68,1.3771999295642e-05,5.80025365683899e-05
"9457","PXMP2_MOUSE","B6_T2_fasted-B6_T0_fasted",0.327087562205105,0.150487011153973,2.17352686917571,279,0.0305816935825161,0.0581758897877485
"9463","PYC_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.00175544454462398,0.0449041089817802,-0.0390931828830241,312,0.968841098559892,0.977762481439862
"9469","PYGL_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.135507558897667,0.0898065151267634,-1.50888338898793,264,0.132524406917499,0.207411808137032
"9475","PYRG1_MOUSE","B6_T2_fasted-B6_T0_fasted",NA,NA,NA,NA,NA,NA
"9481","QCR1_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.304014468805093,0.044148220634176,-6.88622246690842,288,3.59512419834118e-11,3.39102600166452e-10
"9487","QCR10_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.168726084876302,0.0984830626490759,-1.71324977450714,145,0.0888038091506018,0.147815899238732
"9493","QCR2_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.457715483009938,0.0551966055088145,-8.29245709569666,288,4.44089209850063e-15,6.70204632532053e-14
"9499","QCR6_MOUSE","B6_T2_fasted-B6_T0_fasted",0.0377320215744307,0.028610731495427,1.3188066016579,216,0.188630281159494,0.279549459230641
"9505","QCR7_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.458059767189102,0.134621055676626,-3.40258635535744,145,0.000863041490707595,0.00250877711022705
"9511","QCR8_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.134523228824202,0.0820946357473556,-1.63863603997458,265,0.102475766379839,0.165996075951599
"9517","QCR9_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.0498950914565803,0.0811690941486652,-0.614705535153503,212,0.539408391978303,0.639730581449055
"9523","QIL1_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.105814308866703,0.126918054270825,-0.833721486471192,166,0.405636006519759,0.515875567280396
"9529","QOR_MOUSE","B6_T2_fasted-B6_T0_fasted",0.151484527662213,0.0920794794494682,1.64514969641358,273,0.10108981003422,0.164191610737195
"9535","QORL2_MOUSE","B6_T2_fasted-B6_T0_fasted",0.26114887230202,0.253698540527256,1.02936686888021,148,0.304986632033329,0.413421250458352
"9541","RAB10_MOUSE","B6_T2_fasted-B6_T0_fasted",0.1726467726227,0.0799988950243808,2.1581144660821,231,0.0319500665116761,0.0602097507311607
"9547","RAB14_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.208408819829554,0.269139048380883,-0.77435370706452,128,0.440149632746594,0.548219384390703
"9553","RAB18_MOUSE","B6_T2_fasted-B6_T0_fasted",NA,NA,NA,NA,NA,NA
"9559","RAB1A_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.293872139269872,0.0873525312171059,-3.36420862882019,204,0.00091691440841668,0.00265260701859842
"9565","RAB1B_MOUSE","B6_T2_fasted-B6_T0_fasted",0.115376842798083,0.0789747010050577,1.46093421475181,175,0.145826620888813,0.225334479888772
"9571","RAB21_MOUSE","B6_T2_fasted-B6_T0_fasted",0.758958422305248,0.228086737324226,3.3274991400591,177,0.00106581476734013,0.00303489079190721
"9577","RAB2A_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.289655913086522,0.077603076666956,-3.73253130580916,186,0.000251778087127619,0.000807026753607288
"9583","RAB4A_MOUSE","B6_T2_fasted-B6_T0_fasted",NA,NA,NA,NA,NA,NA
"9589","RAB5A_MOUSE","B6_T2_fasted-B6_T0_fasted",NA,NA,NA,NA,NA,NA
"9595","RAB5B_MOUSE","B6_T2_fasted-B6_T0_fasted",NA,NA,NA,NA,NA,NA
"9601","RAB5C_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.217154103603858,0.067667219418528,-3.20914773016961,203,0.00154740669361519,0.00428494422345125
"9607","RAB6A_MOUSE","B6_T2_fasted-B6_T0_fasted",0.530792296480366,0.170365076863185,3.11561680511921,98,0.00240808943330384,0.0063010271030682
"9613","RAB7A_MOUSE","B6_T2_fasted-B6_T0_fasted",0.762981360343349,0.163633672810386,4.66274054257444,213,5.5033865589138e-06,2.48544465291593e-05
"9619","RAB8A_MOUSE","B6_T2_fasted-B6_T0_fasted",0.648735224981901,0.079374016421376,8.17314348234483,125,2.8466118351389e-13,3.36942093688663e-12
"9625","RAB9A_MOUSE","B6_T2_fasted-B6_T0_fasted",NA,NA,NA,NA,NA,NA
"9631","RAC1_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.347036720137448,0.0907850184977392,-3.82262102139782,70,0.000283245558369227,0.000896779206655019
"9637","RADI_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.244635171898938,0.0991973140330081,-2.46614713597522,155,0.0147470169317243,0.0309824218832398
"9643","RALY_MOUSE","B6_T2_fasted-B6_T0_fasted",NA,NA,NA,NA,NA,NA
"9649","RAN_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.0983569161282397,0.0497836557843509,-1.97568689118161,208,0.0495124121959294,0.0892208741162469
"9655","RANG_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.0101840018798317,0.121126340027825,-0.0840775167275112,213,0.933073767621946,0.956849713003026
"9661","RAP1A_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.535534569348307,0.119216701031021,-4.49211028921995,80,2.34713473932224e-05,9.40411728520483e-05
"9667","RAP1B_MOUSE","B6_T2_fasted-B6_T0_fasted",NA,NA,NA,NA,NA,NA
"9673","RAVR1_MOUSE","B6_T2_fasted-B6_T0_fasted",-1.06963038879065,0.21138705545937,-5.06005623885633,115,1.60467319343383e-06,7.9837229048674e-06
"9679","RB6I2_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.0584810115136651,0.0830744700679388,-0.70395888731928,50,0.484724093032692,0.589943099786428
"9685","RBBP4_MOUSE","B6_T2_fasted-B6_T0_fasted",0.926245562754632,0.102473587940053,9.03887119963523,90,2.8421709430404e-14,3.89937240745922e-13
"9691","RBBP7_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.407077919140552,0.130898305723694,-3.10987920653328,191,0.00215817807301044,0.00576469098852789
"9697","RBBP9_MOUSE","B6_T2_fasted-B6_T0_fasted",NA,NA,NA,NA,NA,NA
"9703","RBM14_MOUSE","B6_T2_fasted-B6_T0_fasted",0.352588187795264,0.151541403106159,2.32667891789458,136,0.021459872340964,0.0430862847111817
"9709","RBM39_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.354229488951185,0.182829887626991,-1.93748130324229,121,0.0550167910286539,0.0976817730910707
"9715","RBM47_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.367203811628761,0.104825337941158,-3.50300622770122,144,0.000613159546581699,0.0018233693577331
"9721","RBM8A_MOUSE","B6_T2_fasted-B6_T0_fasted",0.115640562730799,0.107006364479907,1.08068864214627,135,0.281762439213386,0.388630447384191
"9727","RBPMS_MOUSE","B6_T2_fasted-B6_T0_fasted",1.26263685334369,0.197991494493885,6.3772277519865,65,2.15137863079917e-08,1.36706901767625e-07
"9733","RBPS2_MOUSE","B6_T2_fasted-B6_T0_fasted",NA,NA,NA,NA,NA,NA
"9739","RCC2_MOUSE","B6_T2_fasted-B6_T0_fasted",0.457106358209326,0.281675282236828,1.62281317188847,58,0.110052945919514,0.177160786720213
"9745","RD23B_MOUSE","B6_T2_fasted-B6_T0_fasted",0.236664462066461,0.209173911294107,1.13142437602413,232,0.259044674499683,0.36386371236282
"9751","RDH11_MOUSE","B6_T2_fasted-B6_T0_fasted",NA,NA,NA,NA,NA,NA
"9757","RDH13_MOUSE","B6_T2_fasted-B6_T0_fasted",0.183973526888159,0.243204849756042,0.756455009317053,70,0.451914866163865,0.559793312327469
"9763","RDH14_MOUSE","B6_T2_fasted-B6_T0_fasted",NA,NA,NA,NA,NA,NA
"9769","RDH7_MOUSE","B6_T2_fasted-B6_T0_fasted",0.0431810017790041,0.0423743889210387,1.0190353861968,289,0.309038471051526,0.417533939284864
"9775","REEP6_MOUSE","B6_T2_fasted-B6_T0_fasted",0.407837970467873,0.0389836657357006,10.4617655310537,216,0,0
"9781","RENT1_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.0694436467025489,0.158950441533302,-0.43688866814503,128,0.662928225568469,0.745985458104157
"9787","REPS1_MOUSE","B6_T2_fasted-B6_T0_fasted",NA,NA,NA,NA,NA,NA
"9793","RET1_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.354120010020916,0.219326950348041,-1.61457590806318,58,0.111830294403042,0.179384112634109
"9799","RET4_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.454677209944388,0.0569154283846228,-7.98864601126732,216,8.08242361927114e-14,1.04551922675e-12
"9805","RETST_MOUSE","B6_T2_fasted-B6_T0_fasted",-1.54108941094337,0.184619909367943,-8.34736305645135,109,2.41362485553509e-13,2.89475139958546e-12
"9811","RFA2_MOUSE","B6_T2_fasted-B6_T0_fasted",NA,NA,NA,NA,NA,NA
"9817","RFA3_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.721555245420842,0.0622043499349991,-11.5997554218449,90,0,0
"9823","RGN_MOUSE","B6_T2_fasted-B6_T0_fasted",0.0887181184262714,0.0234047591935063,3.79060163331595,216,0.000194970289241203,0.000643153358498759
"9829","RHG01_MOUSE","B6_T2_fasted-B6_T0_fasted",NA,NA,NA,NA,NA,NA
"9835","RHOA_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.0159518398869483,0.101407704119135,-0.15730402364901,250,0.87513221906805,0.912940350652211
"9841","RHOB_MOUSE","B6_T2_fasted-B6_T0_fasted",NA,NA,NA,NA,NA,NA
"9847","RHOC_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.803629414425252,0.144083636374408,-5.57752035308842,25,8.43203185407759e-06,3.67077155955157e-05
"9853","RILP_MOUSE","B6_T2_fasted-B6_T0_fasted",NA,NA,NA,NA,NA,NA
"9859","RINI_MOUSE","B6_T2_fasted-B6_T0_fasted",0.301280008932638,0.0987787303331605,3.05004941768822,189,0.00261661815177305,0.00675027845136895
"9865","RL10_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.547168132360659,0.168844117856452,-3.24067038465534,116,0.00155650117856876,0.00430354753341683
"9871","RL10A_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.123759041231358,0.0620185188694381,-1.99551752423976,269,0.0469948674034679,0.0851965890786637
"9877","RL11_MOUSE","B6_T2_fasted-B6_T0_fasted",0.0876511863887933,0.0847333354707955,1.03443569053178,180,0.302320292531954,0.410421326668192
"9883","RL12_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.468521998945888,0.124255784791831,-3.77062524477886,229,0.000207294111514322,0.000673984983756621
"9889","RL13_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.179375344589243,0.0496202960620124,-3.61495917648437,163,0.000399986602424018,0.00124463185049811
"9895","RL13A_MOUSE","B6_T2_fasted-B6_T0_fasted",0.124786091634144,0.0776885259850757,1.60623579932661,197,0.109823811608927,0.176949219594098
"9901","RL14_MOUSE","B6_T2_fasted-B6_T0_fasted",0.47778345294869,0.0600852567768842,7.95175852743465,186,1.73194791841524e-13,2.10507226862417e-12
"9907","RL15_MOUSE","B6_T2_fasted-B6_T0_fasted",0.0948192154476383,0.0801789849088625,1.18259436129576,216,0.238270055577314,0.340037092711203
"9913","RL17_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.321614497124526,0.0792488585976861,-4.05828554272599,237,6.71588373180043e-05,0.000248721174607169
"9919","RL18_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.0644897591808355,0.0690050656405499,-0.93456557981939,138,0.351644651215657,0.462811383249677
"9925","RL18A_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.128495902733941,0.0847552056546721,-1.51608272012797,261,0.130708611146056,0.204946575571868
"9931","RL19_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.287688976203617,0.0750127073090483,-3.83520321454809,283,0.000154702874171742,0.000523676458177615
"9937","RL21_MOUSE","B6_T2_fasted-B6_T0_fasted",0.689288194878975,0.0937838029615084,7.34975734735217,267,2.42694753183059e-12,2.64771203623205e-11
"9943","RL22_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.05220020682251,0.144796534580466,-0.36050729372602,261,0.718759388360263,0.786034572657268
"9949","RL22L_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.66913355310118,0.0912595058511544,-7.33220662176877,207,5.01687580367616e-12,5.22158740256179e-11
"9955","RL23_MOUSE","B6_T2_fasted-B6_T0_fasted",0.247868045627449,0.0872538271991915,2.84076989610544,290,0.00481924452896032,0.0116059200025893
"9961","RL23A_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.308223811813347,0.0476922054238524,-6.46277120284303,202,7.55077556036099e-10,6.02398878405892e-09
"9967","RL24_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.147981965045639,0.0482671116716771,-3.0658964234745,202,0.00246694357759125,0.00643751414844057
"9973","RL26_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.132428028228282,0.101454408677554,-1.30529594479398,247,0.193006685518074,0.283931598248981
"9979","RL27_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.29435977026823,0.0503775662924377,-5.8430724612518,216,1.86982687111481e-08,1.21371199411789e-07
"9985","RL27A_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.133459790806655,0.0819025424678466,-1.62949508996071,199,0.104790145310841,0.169441922462441
"9991","RL28_MOUSE","B6_T2_fasted-B6_T0_fasted",0.0981615877404067,0.0632028057846803,1.55312072813388,216,0.121858245682882,0.19375354076532
"9997","RL29_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.0415901532161356,0.0496776619546965,-0.837200294451533,120,0.404144231309702,0.514456081142427
"10003","RL3_MOUSE","B6_T2_fasted-B6_T0_fasted",0.277024834450488,0.0715853500684351,3.86985373663263,263,0.000137405873822827,0.000473984833320265
"10009","RL30_MOUSE","B6_T2_fasted-B6_T0_fasted",0.062021510379982,0.0375287771162059,1.65263872542224,216,0.0998571945983955,0.16255501237864
"10015","RL31_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.105769798976961,0.0509602445884251,-2.07553554405398,120,0.0400732440104297,0.0739028970497842
"10021","RL32_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.0916344406951884,0.0764358438601932,-1.19884122510369,289,0.23157176632794,0.331852973225268
"10027","RL35_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.307488737679644,0.0789208723830877,-3.89616496111537,247,0.000125895297289791,0.00044014745828535
"10033","RL36_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.0344539493210271,0.0690402084273148,-0.499041791817591,212,0.618267384577279,0.71090935458378
"10039","RL36A_MOUSE","B6_T2_fasted-B6_T0_fasted",0.340495264283935,0.0427721363327995,7.96067939264535,204,1.17239551400417e-13,1.47445019157052e-12
"10045","RL37A_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.0419400278010613,0.0487903875786186,-0.859596118876512,204,0.39102072026068,0.50186996767689
"10051","RL38_MOUSE","B6_T2_fasted-B6_T0_fasted",0.02533985979253,0.0958670623937623,0.264322898394963,245,0.791753331682379,0.843946606048728
"10057","RL4_MOUSE","B6_T2_fasted-B6_T0_fasted",0.199553522391073,0.0525250090531333,3.79920967151494,287,0.000177225428819927,0.000592168360872487
"10063","RL5_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.507494963230004,0.0864940757927287,-5.8673956404384,215,1.65716402822369e-08,1.09931284070077e-07
"10069","RL6_MOUSE","B6_T2_fasted-B6_T0_fasted",0.0113462302202895,0.0996704420141849,0.113837462651914,286,0.909446510901783,0.938465886748222
"10075","RL7_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.0991757399603054,0.0720966055607785,-1.3755951363993,287,0.170019647063626,0.256587984026856
"10081","RL7A_MOUSE","B6_T2_fasted-B6_T0_fasted",0.246801940754147,0.0755944510623671,3.26481556894341,213,0.00127621893914975,0.00357561139904622
"10087","RL8_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.168652462680118,0.0761237448617635,-2.21550401896782,242,0.0276568815198859,0.0534083399845222
"10093","RL9_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.0933533344737192,0.103639957417178,-0.900746553744207,296,0.368455359480579,0.480397880503476
"10099","RLA0_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.0215923232799809,0.048943956218402,-0.441164240659862,201,0.659568269590356,0.744223137836844
"10105","RLA1_MOUSE","B6_T2_fasted-B6_T0_fasted",0.0771278811548499,0.0307038121745059,2.51199690502572,216,0.0127363451984268,0.0272964747388769
"10111","RLA2_MOUSE","B6_T2_fasted-B6_T0_fasted",0.311129635774194,0.0460970727718267,6.74944453228598,211,1.40890410449401e-10,1.22669487174935e-09
"10117","RM10_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.172361994174895,0.157740471743672,-1.0926935381237,75,0.278025841323455,0.384942506603041
"10123","RM12_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.541374463705275,0.15978389679652,-3.38816660852062,87,0.00105880297357652,0.00302206147785186
"10129","RM15_MOUSE","B6_T2_fasted-B6_T0_fasted",0.47034505853528,0.22233103803736,2.1155168557988,99,0.0368954162040143,0.0686012307448356
"10135","RM19_MOUSE","B6_T2_fasted-B6_T0_fasted",NA,NA,NA,NA,NA,NA
"10141","RM22_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.36213169791405,0.115112692424918,-3.14588852267745,176,0.00194451576068833,0.00527963724528719
"10147","RM23_MOUSE","B6_T2_fasted-B6_T0_fasted",1.01531714097475,0.152288155497063,6.66707885232961,45,3.18118795750166e-08,1.97977023746925e-07
"10153","RM28_MOUSE","B6_T2_fasted-B6_T0_fasted",NA,NA,NA,NA,NA,NA
"10159","RM39_MOUSE","B6_T2_fasted-B6_T0_fasted",0.916285591116864,0.140892336478697,6.50344521226256,40,9.27226557756455e-08,5.45197174057448e-07
"10165","RM43_MOUSE","B6_T2_fasted-B6_T0_fasted",NA,NA,NA,NA,NA,NA
"10171","RM49_MOUSE","B6_T2_fasted-B6_T0_fasted",NA,NA,NA,NA,NA,NA
"10177","RM53_MOUSE","B6_T2_fasted-B6_T0_fasted",NA,NA,NA,NA,NA,NA
"10183","RMD1_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.0352002472791468,0.0993297517230138,-0.354377683106513,118,0.723688354626414,0.78951783748701
"10189","RMD2_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.121508684919914,0.105894840894822,-1.14744669233319,184,0.252686814183502,0.356245905187997
"10195","RMD3_MOUSE","B6_T2_fasted-B6_T0_fasted",0.196931350854426,0.143609138829667,1.37130096635426,171,0.172077987890657,0.258954266503073
"10201","RNPS1_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.23359690192966,0.067497197898274,-3.46083851187003,105,0.000779781517635136,0.00228139633027016
"10207","RNT2_MOUSE","B6_T2_fasted-B6_T0_fasted",NA,NA,NA,NA,NA,NA
"10213","ROA0_MOUSE","B6_T2_fasted-B6_T0_fasted",0.396529546064099,0.0610822116337613,6.49173524432323,135,1.4923240421183e-09,1.11218059270627e-08
"10219","ROA1_MOUSE","B6_T2_fasted-B6_T0_fasted",0.00792901640916682,0.130046244285209,0.0609707450818606,243,0.951432623503766,0.970182703358852
"10225","ROA2_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.0187570599273686,0.101951217403626,-0.183980735150118,204,0.854211316999791,0.894351810953144
"10231","ROA3_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.1477148414216,0.056803389070937,-2.6004582444391,214,0.00995886599830076,0.0220752831369923
"10237","ROAA_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.184788993368125,0.120988815304928,-1.52732294222737,301,0.12773083581577,0.201323362630427
"10243","RPE_MOUSE","B6_T2_fasted-B6_T0_fasted",0.829186487833175,0.100999182530489,8.20983365467204,70,7.50199902199711e-12,7.63265181395324e-11
"10249","RPN1_MOUSE","B6_T2_fasted-B6_T0_fasted",0.164582785697121,0.100080758512219,1.64449978341269,264,0.101263207069386,0.164325867385895
"10255","RPN2_MOUSE","B6_T2_fasted-B6_T0_fasted",0.20025914264662,0.0847195038309383,2.36379031499342,200,0.0190474956886,0.0387584434742186
"10261","RPR1B_MOUSE","B6_T2_fasted-B6_T0_fasted",NA,NA,NA,NA,NA,NA
"10267","RRBP1_MOUSE","B6_T2_fasted-B6_T0_fasted",0.0371661932138307,0.106649573501227,0.348488906178354,268,0.727746644275127,0.791846886754798
"10273","RRF2M_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.81157537756155,0.110229734091235,-7.36258128763899,95,6.47253362018319e-11,5.86087919307587e-10
"10279","RS10_MOUSE","B6_T2_fasted-B6_T0_fasted",0.148292418650723,0.034273191908388,4.32677583830263,216,2.31296163182293e-05,9.28774615350626e-05
"10285","RS11_MOUSE","B6_T2_fasted-B6_T0_fasted",0.00081877176622961,0.0800524662565663,0.0102279393067725,193,0.991849991954646,0.993495760746606
"10291","RS12_MOUSE","B6_T2_fasted-B6_T0_fasted",0.0644564402927435,0.122796830349806,0.524903127459635,227,0.600162793045594,0.693545509744311
"10297","RS13_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.20481641379778,0.0746617206038045,-2.74325868921032,216,0.00659426525323736,0.0152518702089564
"10303","RS14_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.264465187531285,0.0855480608230872,-3.09142235354928,274,0.00219734061262988,0.00583487367957877
"10309","RS15_MOUSE","B6_T2_fasted-B6_T0_fasted",0.415258027290559,0.0733047623614434,5.66481649913887,199,5.10267539333142e-08,3.09061710278368e-07
"10315","RS15A_MOUSE","B6_T2_fasted-B6_T0_fasted",0.0480472390851276,0.127653389398081,0.376388275404852,198,0.707031274015555,0.777433902393546
"10321","RS16_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.281245708539636,0.0779019580211311,-3.61025211283325,263,0.000366208692838654,0.0011434550736738
"10327","RS17_MOUSE","B6_T2_fasted-B6_T0_fasted",0.155603936831398,0.105590770113458,1.47365093240821,240,0.14188597665819,0.220184664719779
"10333","RS18_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.211922543172986,0.0738480160018445,-2.86971207415638,257,0.00445017608555509,0.0108762063305537
"10339","RS19_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.0449958916520856,0.0558537811127545,-0.805601532351954,244,0.421257019089931,0.53078586207513
"10345","RS2_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.199888622868161,0.0510290163479111,-3.91715610399658,291,0.000111711065717834,0.000398245551210626
"10351","RS20_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.222253859296666,0.122161564997564,-1.81934358241971,192,0.0704167001777307,0.122033152174039
"10357","RS21_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.0033652413354324,0.0568101077384326,-0.0592366652590552,269,0.952807588194548,0.970491868515369
"10363","RS23_MOUSE","B6_T2_fasted-B6_T0_fasted",0.141954085162566,0.0592561380507036,2.39560136438693,295,0.0172163118318012,0.0353901710867105
"10369","RS24_MOUSE","B6_T2_fasted-B6_T0_fasted",0.144946867769941,0.0557859398891652,2.59826881214012,213,0.0100236961954197,0.0221493750715255
"10375","RS25_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.328686700745238,0.0494021821551069,-6.65328304149133,291,1.41987088753126e-10,1.23032831450675e-09
"10381","RS26_MOUSE","B6_T2_fasted-B6_T0_fasted",0.19582256277505,0.0479928061155249,4.08024824186523,220,6.29302399843823e-05,0.000233538247155156
"10387","RS27A_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.28358573106353,0.0488679181283009,-5.80310645358344,185,2.77867333586812e-08,1.74728382335318e-07
"10393","RS27L_MOUSE","B6_T2_fasted-B6_T0_fasted",0.224650070865331,0.129565023846154,1.73387897595019,110,0.0857412649151148,0.143681057226024
"10399","RS28_MOUSE","B6_T2_fasted-B6_T0_fasted",0.0217389003143156,0.0731694586506422,0.297103473432967,255,0.766629385921106,0.822491598283841
"10405","RS3_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.122230903717932,0.0962610843711685,-1.26978523581375,303,0.205135456984348,0.298393825380445
"10411","RS30_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.103189906225699,0.0711324124152413,-1.45067350764542,110,0.149716454134185,0.230754466754901
"10417","RS3A_MOUSE","B6_T2_fasted-B6_T0_fasted",0.0189785187978659,0.0397522780392958,0.477419653261261,283,0.633431823985138,0.722383522189601
"10423","RS4X_MOUSE","B6_T2_fasted-B6_T0_fasted",0.382478011322569,0.0913099477360034,4.18878797771733,301,3.68826940353451e-05,0.000142419102127953
"10429","RS5_MOUSE","B6_T2_fasted-B6_T0_fasted",0.0571994649339508,0.0486568309609407,1.1755690579164,216,0.241061260102919,0.343209073935838
"10435","RS6_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.190239845889111,0.119121331210853,-1.5970258555319,265,0.111451676875997,0.179094043320702
"10441","RS7_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.00872293722675499,0.0522488776533891,-0.166949753153007,273,0.867533175925852,0.906579677785181
"10447","RS8_MOUSE","B6_T2_fasted-B6_T0_fasted",-0.212423315545102,0.0466745462223533,-4.55115973775378,216,8.90133176412178e-06,3.84732979112757e-05
