p1	p2	cor	a_pvalue	e_pvalue	meas	adj_a_pvalue	adj_e_pvalue
SPYA_MOUSE	SDSL_MOUSE	-0.8990550386662491	0.10094496133375087	0.065	4	0.6251735737936913	0.31767241379310346
LDHA_MOUSE	G3P_MOUSE	0.90540922437693	0.012997950795024764	0.004	6	0.4655363880628367	0.22916666666666666
GPDA_MOUSE	GPAT1_MOUSE	0.6462644869753366	0.16556196730095132	0.077	6	0.6890114004930981	0.3342307692307692
ACTN1_MOUSE	ITA1_MOUSE	-0.44704102237897797	0.3741080740206905	0.18	6	0.8072188752997722	0.3986577181208053
ODP2_MOUSE	MPC1_MOUSE	0.7372077738386896	0.09451544793313083	0.058	6	0.6251735737936913	0.31767241379310346
RAB1B_MOUSE	SC22B_MOUSE	0.5267737900740214	0.2829267092490027	0.146	6	0.8072188752997722	0.3986577181208053
NLTP_MOUSE	ACOX1_MOUSE	-0.43644499169312734	0.3869004567192273	0.204	6	0.8072188752997722	0.3986577181208053
ALBU_MOUSE	HEMO_MOUSE	0.5562173968444595	0.3302350629664356	0.164	5	0.8072188752997722	0.3986577181208053
RS5_MOUSE	EF2_MOUSE	0.7131701755965201	0.11160808407686008	0.049	6	0.6251735737936913	0.31767241379310346
SSRG_MOUSE	SPCS1_MOUSE	0.4168361957476946	0.4109588540231281	0.202	6	0.8072188752997722	0.3986577181208053
PRS8_MOUSE	PSD13_MOUSE	-0.6436319503788616	0.1678682321201366	0.077	6	0.6890114004930981	0.3342307692307692
CP51A_MOUSE	DHB7_MOUSE	-0.40595579589364356	0.49769141313389087	0.248	5	0.8345435281208536	0.4108433734939759
PH4H_MOUSE	AATC_MOUSE	0.05680086634631746	0.9148903298891503	0.441	6	0.9928112492104537	0.4972448979591837
B2MG_MOUSE	SC24A_MOUSE	-0.934886426059248	0.006221632733768254	0.005	6	0.4655363880628367	0.22916666666666666
PYC_MOUSE	KFA_MOUSE	-0.1920790998630122	0.7154246699137088	0.359	6	0.9441742253713672	0.47161214953271025
PLAK_MOUSE	EGFR_MOUSE	-0.7721423927445267	0.07196355406008782	0.042	6	0.6238994886768596	0.31025641025641026
AATC_MOUSE	ALDH2_MOUSE	0.6209013609119295	0.1883324392799693	0.099	6	0.698915138166724	0.35714285714285715
RAB8A_MOUSE	RAC1_MOUSE	0.8434282391008111	0.07259921322785276	0.039	5	0.6238994886768596	0.31025641025641026
PURA1_MOUSE	AL3A2_MOUSE	-0.3892161552560606	0.6107838447439393	0.325	4	0.8840292489714912	0.4569444444444445
APOC2_MOUSE	APOA1_MOUSE	0.6835937085725438	0.2032036659558768	0.11	5	0.698915138166724	0.3644578313253012
DHSD_MOUSE	NDUB5_MOUSE	-0.325448579762222	0.5290623628544802	0.263	6	0.8524019067072158	0.4194915254237288
RS5_MOUSE	RS15_MOUSE	-0.4126339514146001	0.41617799954960705	0.198	6	0.8072188752997722	0.3986577181208053
PRS8_MOUSE	HECD1_MOUSE	0.1286568425143572	0.8366420649625592	0.419	5	0.9917093442444129	0.4952330508474576
EGFR_MOUSE	GSTP1_MOUSE	0.4263418769419672	0.399234710983129	0.201	6	0.8072188752997722	0.3986577181208053
TFR1_MOUSE	B2MG_MOUSE	-0.758757708860971	0.13697400662551548	0.067	5	0.6608395056494167	0.31767241379310346
RAC1_MOUSE	RHG01_MOUSE	-0.062283037406920844	0.9603237067609252	0.443	3	0.9928112492104537	0.4972448979591837
ALDOB_MOUSE	F16P1_MOUSE	0.4342427409555325	0.38957776150596785	0.198	6	0.8072188752997722	0.3986577181208053
HDAC6_MOUSE	RBBP4_MOUSE	0.3540962260601693	0.6459037739398306	0.348	4	0.9017084821660807	0.4704656862745098
APOA1_MOUSE	FABPL_MOUSE	0.45999674311773137	0.3586718515962899	0.18	6	0.8072188752997722	0.3986577181208053
U2AF2_MOUSE	RU1C_MOUSE	-0.022229463618271585	0.966661296906789	0.481	6	0.9928112492104537	0.49972014925373137
RS5_MOUSE	SSRG_MOUSE	0.8234048998820552	0.04402511174718891	0.026	6	0.6162645085972297	0.29333333333333333
PLAK_MOUSE	ZO2_MOUSE	-0.7535515751353851	0.08362099161331532	0.043	6	0.6251735737936913	0.31025641025641026
ACTN1_MOUSE	ITB1_MOUSE	-0.7418552566752653	0.09135684660787818	0.051	6	0.6251735737936913	0.31767241379310346
ALDOC_MOUSE	ALDOB_MOUSE	0.8418286483981847	0.03554868530807545	0.019	6	0.6162645085972297	0.29333333333333333
ITM2B_MOUSE	TTHY_MOUSE	0.9066106251033675	0.03377542812956289	0.018	5	0.6162645085972297	0.29333333333333333
E41L2_MOUSE	ZO2_MOUSE	-0.06766230704082643	0.898661424812869	0.425	6	0.9928112492104537	0.4952330508474576
EF2_MOUSE	RL31_MOUSE	0.48358546223460425	0.331166221431292	0.154	6	0.8072188752997722	0.3986577181208053
ALBU_MOUSE	ICAM1_MOUSE	0.472639194371119	0.3438321252592286	0.167	6	0.8072188752997722	0.3986577181208053
SSRG_MOUSE	RS15_MOUSE	-0.5572594161491116	0.2506360039127551	0.12	6	0.7608123573490041	0.37472527472527467
APOA1_MOUSE	TRFE_MOUSE	0.0430111991572905	0.9355229858330201	0.454	6	0.9928112492104537	0.49741035856573707
GSTM1_MOUSE	ADH1_MOUSE	0.6866295524998337	0.13191490453742852	0.058	6	0.6477964062105864	0.31767241379310346
LHPP_MOUSE	VATH_MOUSE	-0.03423283028030995	0.9486708130782571	0.451	6	0.9928112492104537	0.49741035856573707
SMD1_MOUSE	RU1C_MOUSE	0.4829388247556911	0.3319096518103708	0.16	6	0.8072188752997722	0.3986577181208053
TFR1_MOUSE	TRFE_MOUSE	-0.19945587506910065	0.7477389204916607	0.366	5	0.9544700038260858	0.47161214953271025
MCM6_MOUSE	SSRP1_MOUSE	0.6579278410120194	0.34207215898798066	0.177	4	0.8072188752997722	0.3986577181208053
ALBU_MOUSE	TRFE_MOUSE	0.1860287922960144	0.7241757339346897	0.347	6	0.9441742253713672	0.4704656862745098
PP2AA_MOUSE	RL31_MOUSE	0.3032738829150036	0.5590359906054684	0.263	6	0.8524019067072158	0.4194915254237288
PSD13_MOUSE	S61A1_MOUSE	0.8288212756179689	0.08280003520632069	0.041	5	0.6251735737936913	0.31025641025641026
HS90B_MOUSE	RAC1_MOUSE	-0.22905654558968785	0.6624241251747695	0.364	6	0.917225083266303	0.47161214953271025
EIF3E_MOUSE	RS30_MOUSE	-0.1605381104897312	0.7612615672812131	0.404	6	0.9544700038260858	0.487280701754386
CEAM1_MOUSE	FLNA_MOUSE	-0.30660911357733367	0.5544983604832682	0.272	6	0.8524019067072158	0.42022471910112363
HNRH1_MOUSE	SRSF5_MOUSE	0.19362005306533636	0.7550243877496383	0.366	5	0.9544700038260858	0.47161214953271025
EIF3I_MOUSE	RS30_MOUSE	0.2866411834438798	0.5818138986962972	0.292	6	0.8695588159863138	0.4364130434782609
MCA3_MOUSE	SYEP_MOUSE	0.02647360784258569	0.9602988652754636	0.492	6	0.9928112492104537	0.5011111111111111
PPA5_MOUSE	FAD1_MOUSE	-0.31771944930429513	0.7941659691644726	0.397	3	0.9614771452231134	0.4845814977973569
RAB1B_MOUSE	GOGA2_MOUSE	0.3206638662903973	0.5988271309654593	0.288	5	0.8784222406276085	0.4351648351648351
EF2_MOUSE	IF5A1_MOUSE	-0.0024888592011234967	0.9962667189068208	0.494	6	0.9962667189068208	0.5012915129151292
DECR_MOUSE	RAC1_MOUSE	0.7103868211031107	0.11366792250794389	0.061	6	0.6251735737936913	0.31767241379310346
NDUS4_MOUSE	NDUB5_MOUSE	-0.5037795863950392	0.49622041360496083	0.241	4	0.8345435281208536	0.4108433734939759
